ID,LastName,FirstName,email,Plus,Minus,credit_card,Tax
27-6240270,Wison,Naéva,awisoneq@cbsnews.com,$10165.00,$13127.39,3543514109175974,$7486.13
62-1584448,Davley,,jdavleyer@ycombinator.com,$28648.84,$7346.16,3548557544413364,$39882.60
67-9657426,Filipczak,Andrée,cfilipczakes@wikia.com,$7352.65,$13237.07,3542393297201749,$35037.28
21-2189079,Winchurch,Estève,,$25515.22,$36990.19,564182825235351850,$46796.02
44-4519026,McWilliam,Aloïs,cmcwilliameu@soundcloud.com,$18055.17,$29856.54,30281620430173,$7272.43
19-9812716,Dedon,Táng,jdedonev@ycombinator.com,$43691.26,$7755.14,5400542486130822,$41978.92
93-1297030,McElwee,Zoé,wmcelweeew@nps.gov,$48180.82,$40362.82,3561847720207801,$10153.93
28-5107432,Locksley,Dorothée,llocksleyex@wordpress.com,$43751.34,$24654.97,3536174387662349,$4564.56
70-4346883,Banford,,gbanfordey@a8.net,$35337.41,$27350.76,3574512281470330,$22317.47
97-7664359,Nekrews,Océane,cnekrewsez@google.com,$6260.13,$29221.89,3547716370275336,$2813.43
39-6703796,Munson,Adélaïde,cmunsonf0@baidu.com,$47025.27,$48582.78,30000043155633,$5670.43
85-7083962,Benny,Nélie,,$37214.79,$40582.21,5602222787417709,$32194.09
70-4741404,Kielt,Garçon,kkieltf2@vinaora.com,$18980.91,$12842.06,5100143770059836,$27105.19
43-5703024,Pittem,Océane,mpittemf3@cnet.com,$41700.13,$42404.42,3567251446992651,$23872.22
85-3946300,Benitez,Clémence,abenitezf4@purevolume.com,$42112.55,$26683.80,372301309853473,$49414.79
62-4681456,Hainsworth,Mahélie,bhainsworthf5@salon.com,$31109.62,$15406.41,4911327942275502733,$24504.63
22-3334089,Culshaw,Wá,yculshawf6@xrea.com,$19166.84,$33342.07,6371693907838510,$25516.08
79-7141815,Cherrie,Maïlis,scherrief7@timesonline.co.uk,$23473.89,$35534.47,560222186449077959,$15947.41
93-3891037,Zamora,Anaïs,azamoraf8@tumblr.com,$7481.91,$36144.34,201657713181471,$40338.88
59-9361437,McClean,Agnès,cmccleanf9@51.la,$45319.89,$43210.19,3547510719590913,$48708.63
81-6377764,Mc Comb,Daphnée,hmccombfa@furl.net,$11921.13,$47355.30,5545280917427733,$21482.59
69-7048745,Aicheson,Marie-thérèse,naichesonfb@google.com.hk,$46796.21,$22261.10,3546835542136985,$5396.08
22-7792746,Ruprechter,Clémence,,$33394.46,$18182.79,3571249314252442,$4862.94
96-1444770,Couroy,Salomé,,$47391.82,$39580.83,3536272391866177,$20374.59
36-4940709,Cassells,Styrbjörn,scassellsfe@list-manage.com,$2408.50,$40033.98,5602213637738683,$35062.51
66-2075619,Bener,,cbenerff@example.com,$29966.40,$16975.82,374288834871724,$30495.52
01-7813673,Fenelow,Anaé,,$40982.74,$36391.56,201952782057086,$36993.34
20-9509199,Sabie,Styrbjörn,csabiefh@friendfeed.com,$26202.64,$13896.91,3540848593568259,$20641.64
50-7440438,Dunford,Uò,adunfordfi@vk.com,$38751.93,$4318.81,3557477146685616,$44573.73
00-3200356,Reily,Björn,,$29404.49,$33386.16,3541123247678717,$12054.66
62-9401457,Fowells,Marie-françoise,sfowellsfk@reddit.com,$15005.38,$4848.24,5108759226188580,$32287.11
65-4752927,Riccardini,Néhémie,rriccardinifl@blogtalkradio.com,$20172.35,$4972.78,3573645517158245,$9099.74
62-3594079,Muffen,Maïté,dmuffenfm@soundcloud.com,$9801.50,$30780.33,3558055820474371,$19887.33
99-4322275,Brett,Mén,hbrettfn@reddit.com,$22258.31,$29748.04,490507075593920443,$48378.75
50-0952290,Guare,Andréanne,,$20615.92,$40845.19,201411330582053,$9774.22
73-6438275,Bossel,Séréna,nbosselfp@seesaa.net,$3547.62,$47719.56,3561363344471674,$5364.52
12-2755474,McColm,Uò,emccolmfq@arizona.edu,$1319.42,$14725.02,3570249767093435,$34312.45
48-3188003,Menier,Ruò,dmenierfr@domainmarket.com,$35607.32,$32415.14,3564317167768472,$45898.83
25-5897756,Bresman,Cinéma,,$37689.45,$29436.47,36859831270449,$17740.14
86-5956599,Caudell,Méryl,bcaudellft@addtoany.com,$28963.92,$38644.68,3575502758617538,$23057.94
57-6254515,Tennock,Adélie,mtennockfu@discuz.net,$44333.43,$19579.33,6331104157093334,$16610.23
58-4253146,Bourner,Véronique,abournerfv@cloudflare.com,$6002.20,$1259.90,5100171357836615,$4678.57
79-7958895,Cosstick,,jcosstickfw@delicious.com,$11195.04,$42339.70,4508452700151113,$17484.83
73-8570840,McClarence,Görel,,$37222.54,$46488.66,201647437525194,$25795.16
69-2441608,Treadgall,Marie-josée,ctreadgallfy@prnewswire.com,$4826.48,$12965.30,3545410763026579,$17765.35
66-8730577,Bennington,Frédérique,wbenningtonfz@qq.com,$4733.60,$23137.75,490306658881562069,$20565.59
88-2454189,Gookey,,wgookeyg0@uiuc.edu,$2687.63,$9448.41,6709508936384163632,$46111.08
87-1241309,Alyonov,Táng,aalyonovg1@msu.edu,$30420.27,$39794.63,30192240920099,$29803.84
10-7602702,Regitz,,bregitzg2@sogou.com,$42727.43,$18716.25,3583260243820270,$5153.82
45-2656421,Carreyette,Laurène,tcarreyetteg3@squidoo.com,$47052.72,$34723.23,30148921789286,$36993.43
97-5976022,Glisenan,Dà,tglisenang4@yahoo.com,$5843.71,$28568.76,3528697615698032,$7434.97
00-3842263,Rivers,Miléna,eriversg5@sun.com,$46239.74,$4416.87,201701407841352,$38984.50
29-8917017,Dunlop,Médiamass,ldunlopg6@networkadvertising.org,$7594.34,$5939.00,5893339798061771949,$4506.72
18-8793822,Fryers,Håkan,,$31870.74,$43444.92,6385880619005314,$31112.62
78-9751627,Deason,Ruò,hdeasong8@vinaora.com,$4158.57,$23385.92,5020011646953055209,$22664.88
56-4555401,Wilkins,,vwilkinsg9@histats.com,$48363.18,$4813.52,5172258247157352,$24394.87
84-3330109,Martschik,Dorothée,mmartschikga@harvard.edu,$25881.43,$23065.87,6759786764183913,$16505.37
75-0039854,Ondricek,Frédérique,aondricekgb@sourceforge.net,$20932.23,$44700.00,3560942886307619,$34190.27
67-8707560,Janic,Angélique,rjanicgc@scientificamerican.com,$20171.91,$1793.51,3529306117234275,$10900.39
91-1411775,Olivier,Yóu,goliviergd@lycos.com,$30504.43,$2805.57,3546852558039003,$34917.28
72-8726405,Bagnal,Françoise,bbagnalge@studiopress.com,$48200.61,$9891.28,6394352608557050,$33441.08
48-4135582,Vynoll,Mégane,mvynollgf@nifty.com,$18099.52,$25916.88,3534125861617771,$38406.82
63-3949761,Aiskrigg,,eaiskrigggg@shutterfly.com,$29428.44,$29857.74,3582934143107787,$11177.46
23-7004715,Stilwell,Bécassine,,$20614.03,$46706.17,3548270010343285,$21173.83
62-2283100,Dey,Gaétane,ideygi@domainmarket.com,$40021.63,$44365.69,67626655205826526,$48508.68
76-5134626,Ledekker,Kuí,mledekkergj@latimes.com,$37734.74,$18080.03,3554440824389375,$29241.26
49-9929957,Haysar,Måns,ahaysargk@friendfeed.com,$14311.17,$31853.87,3561571044558133,$29393.59
99-7089694,Galliver,,tgallivergl@omniture.com,$7926.33,$40076.73,3545737052722637,$41352.61
22-9125421,Meece,Geneviève,dmeecegm@de.vu,$46407.91,$48094.46,3580616557501561,$48407.24
94-3248025,Chritchlow,Léone,kchritchlowgn@topsy.com,$4878.69,$43712.96,30117417412927,$39825.45
23-4670838,Arni,Angèle,karnigo@cyberchimps.com,$29516.67,$36723.20,3535362646205767,$15957.90
12-2238947,MacMenamie,Réjane,hmacmenamiegp@ft.com,$8611.32,$19348.96,3575650083685355,$16082.58
85-6541148,Witherdon,Camélia,vwitherdongq@webs.com,$49633.30,$33712.33,3533664858461406,$33694.33
52-4625041,Merrin,Erwéi,rmerringr@meetup.com,$34433.88,$40954.64,4913559051643370,$31956.36
17-0680234,Ruperti,Marlène,crupertigs@archive.org,$42333.90,$42179.59,5610488221529892,$33391.79
09-5046527,Foulcher,,rfoulchergt@mayoclinic.com,$23932.18,$3958.72,4508686599121709,$32313.44
83-8061139,Rojahn,,brojahngu@kickstarter.com,$48973.15,$41873.95,3556285394887797,$46613.05
78-3255631,Naton,Miléna,lnatongv@tamu.edu,$43494.72,$49385.40,337941350877006,$13318.62
16-3110696,Mendus,Lyséa,jmendusgw@creativecommons.org,$8290.69,$27247.86,5602234556985741,$43983.33
33-6283028,Brosius,Måns,tbrosiusgx@census.gov,$39646.92,$29142.22,3549653638606382,$33377.49
49-4935628,Anderton,Nélie,dandertongy@shop-pro.jp,$34875.79,$43022.78,30546080580109,$30067.31
82-3024065,Cudmore,Zhì,,$33691.62,$24078.64,4911134362980417452,$11911.23
59-1028003,Fessler,Agnès,cfesslerh0@who.int,$23601.65,$13409.72,30598190427572,$3125.98
47-6990637,Worster,Östen,tworsterh1@seesaa.net,$27984.25,$23384.89,5602232389619560,$46704.35
26-9591583,Osband,Eliès,kosbandh2@nyu.edu,$32627.58,$42896.28,3555066578336202,$35907.88
51-8366201,Rubery,Méryl,kruberyh3@scientificamerican.com,$4620.56,$41554.95,564182850686938898,$40562.08
52-7821646,Daspar,Estée,,$22032.80,$33179.51,6763127460058905184,$38935.61
05-2991140,FitzGibbon,Méng,hfitzgibbonh5@list-manage.com,$46317.90,$17250.28,3566099445712518,$20166.95
99-1626577,Severwright,,,$33397.18,$32017.69,560224987810097841,$47973.53
40-8063699,Huortic,Görel,zhuortich7@ucoz.ru,$25617.12,$21743.79,5048371530933314,$40247.33
28-0162111,Hegerty,,vhegertyh8@examiner.com,$27496.72,$21591.41,374283955203757,$21086.49
09-2255424,Allenson,Lucrèce,gallensonh9@upenn.edu,$17749.63,$32005.88,30188301598808,$32502.03
28-5606063,De Ambrosi,Léandre,,$4524.33,$33255.39,6384131026220992,$4595.77
72-6044567,Shaw,Stéphanie,vshawhb@nifty.com,$48034.41,$29388.82,6759831061816087615,$12114.06
14-6173688,Gleeton,Léane,fgleetonhc@e-recht24.de,$7846.38,$38772.79,30514797988015,$29341.71
15-1521368,Georgiades,Valérie,egeorgiadeshd@squarespace.com,$24105.79,$17297.24,5602253133744943904,$27661.97
44-5977528,Cashford,,gcashfordhe@indiatimes.com,$24973.02,$10656.39,201539050549926,$31456.79
79-1638978,Vawton,Tán,cvawtonhf@godaddy.com,$31944.39,$37905.53,6767878463436971,$21441.57
40-1094988,Edes,Cloé,ledeshg@eepurl.com,$24247.13,$23349.80,5610768119663469,$33811.38
37-6161421,Buffin,Bérangère,rbuffinhh@privacy.gov.au,$26452.60,$11547.80,5602254483263011842,$14285.13
78-2485470,Sterricker,Daphnée,ksterrickerhi@digg.com,$6889.87,$13765.16,67099945644910140,$31180.81
86-4560800,Stancer,Amélie,estancerhj@xrea.com,$29668.55,$10382.70,5038179476050192675,$4860.06
22-9234211,Hewes,Pénélope,dheweshk@engadget.com,$1629.20,$7738.74,501831804560272426,$10602.77
69-0114324,Whistlecroft,Mén,awhistlecrofthl@tuttocitta.it,$35687.39,$8425.07,3549923555256051,$18784.22
38-4244037,Pyson,Geneviève,vpysonhm@dmoz.org,$31582.48,$2078.22,5100148192395122,$5267.68
33-7068760,Giamitti,Publicité,sgiamittihn@irs.gov,$43836.77,$11476.48,5602242259343993,$46377.35
64-0025349,Krystof,Océanne,dkrystofho@abc.net.au,$25125.18,$35410.42,30255727607701,$17393.54
67-2924728,Barter,,hbarterhp@vinaora.com,$6750.37,$5809.18,5602227901074518,$38137.41
39-5053550,Brooks,,,$6575.17,$5342.52,4917342703945196,$1945.51
69-9425539,Antic,,lantichr@state.gov,$21373.32,$44449.97,3584651517765770,$39783.87
57-7939622,Carpmile,Mélina,ccarpmilehs@vistaprint.com,$43720.43,$33116.54,372800966155742,$23376.34
69-5414969,Traite,Marie-noël,jtraiteht@google.de,$25498.01,$43494.79,3583524525473490,$48856.99
02-1848778,Dory,,adoryhu@chron.com,$7485.47,$8636.82,3564925650419963,$43115.09
71-4199841,Danter,,tdanterhv@illinois.edu,$44267.18,$12091.63,3580798647842484,$31083.35
72-4436463,O' Faherty,Nuó,,$27120.98,$26758.97,5048377673011255,$33462.99
66-3327678,Endecott,Pélagie,mendecotthx@youtube.com,$11322.38,$3679.69,5100173508293134,$16446.85
76-1606272,Joyce,Léane,bjoycehy@people.com.cn,$15614.65,$19640.21,3559855145689739,$5104.54
30-6544873,Beche,,kbechehz@bbc.co.uk,$36424.66,$29622.07,4905442315258747157,$45295.34
12-9006550,Eustice,Björn,seusticei0@cargocollective.com,$33465.14,$44950.06,3572060773304114,$24383.83
71-6129281,Emps,Aloïs,kempsi1@elpais.com,$35504.18,$12315.43,3531898995414835,$2813.36
30-0412145,Prose,Märta,rprosei2@fc2.com,$17762.99,$27271.62,5440511423712127,$1002.40
46-4752463,Doghartie,Almérinda,pdoghartiei3@earthlink.net,$7283.35,$48906.92,3540648635621409,$16763.97
39-2582301,Vinten,Salomé,tvinteni4@deviantart.com,$36920.38,$32592.92,5007669729806798,$21448.31
33-7749119,Rowlett,Célestine,mrowletti5@dedecms.com,$8436.29,$6600.25,3567154262441573,$29513.12
76-8261868,Cordell,,ccordelli6@prnewswire.com,$2741.16,$27304.47,3578190992800073,$23851.82
28-1366628,Awin,Hélène,jawini7@joomla.org,$20113.67,$34844.30,5048375359568093,$36293.24
25-6896080,Thomas,Réjane,fthomasi8@sakura.ne.jp,$17589.75,$39187.91,5002359402664335,$13889.39
32-8400273,Balog,Andrée,cbalogi9@google.es,$39856.88,$18642.29,201652781516815,$20406.96
51-7312356,Robshaw,Sòng,krobshawia@naver.com,$19380.52,$37269.30,3560930687631725,$47314.45
70-7771643,Nock,Andrée,gnockib@cornell.edu,$36972.07,$29645.06,3568750490187661,$3536.62
81-0100699,Golda,Célia,egoldaic@amazon.de,$33758.36,$20041.60,5602236361816862,$23366.33
82-2378169,Scales,,sscalesid@guardian.co.uk,$38512.92,$47515.69,3579609385547503,$39701.01
14-0005459,Sanderson,,nsandersonie@nationalgeographic.com,$29145.45,$28333.17,5592039749078466,$17371.56
36-2897614,Mussettini,Illustrée,tmussettiniif@paginegialle.it,$34123.85,$6510.87,630428568794373732,$16117.67
70-7457210,Laweles,Andréa,,$24795.17,$5744.16,3571269592203180,$32293.44
61-3432634,Codling,Annotés,scodlingih@tumblr.com,$3321.92,$5112.22,3576178085516427,$12179.83
73-3081769,Chopping,Stéphanie,,$36024.32,$16140.29,5048378214795158,$13961.72
00-7564255,Skipping,Erwéi,,$46340.56,$24866.36,5602218714265070,$21664.59
95-2936253,Huburn,Jú,nhuburnik@ucsd.edu,$15846.90,$2185.55,370540064859892,$17541.54
26-4167920,Bottrill,Maéna,tbottrillil@blinklist.com,$42919.78,$13149.26,4913068397710695,$35619.15
25-7629362,Batten,Célestine,hbattenim@phoca.cz,$37824.74,$15877.25,3575739226028043,$7095.83
14-1671993,Castillo,Loïc,tcastilloin@umich.edu,$3851.49,$36123.41,201707432878699,$40842.11
09-7779764,Guilleton,Danièle,eguilletonio@china.com.cn,$16894.44,$9346.19,3580618934089153,$5658.42
27-7953081,Gabbat,Léane,,$1266.44,$46221.46,5007666303338586,$43601.22
48-2162311,Batistelli,Géraldine,dbatistelliiq@microsoft.com,$49245.81,$44073.43,6759652884723659,$40912.42
70-5114159,Milborn,Lài,,$5399.27,$8354.06,3575645678545352,$32310.71
04-5687754,Clewley,Nuó,sclewleyis@baidu.com,$41421.03,$2880.34,3579114891027629,$7128.06
21-5586360,Diment,Mà,,$48244.49,$26282.59,5100144084489537,$18810.71
87-9762993,Henaughan,Gaïa,ahenaughaniu@netlog.com,$23569.12,$41078.38,4405129506975119,$46851.18
71-2547672,Clements,Yénora,,$25319.24,$42508.55,5100170229131718,$28581.46
29-3434940,Riepel,Judicaël,griepeliw@npr.org,$46287.07,$39177.91,5002352079229243,$6679.11
27-4207175,Hewson,Yè,bhewsonix@microsoft.com,$34229.45,$23484.54,3570839951305346,$44830.08
54-1771076,MacKniely,Ruò,amacknielyiy@skyrock.com,$16434.28,$11989.45,3548022325944392,$13426.99
25-5034166,Mibourne,Eléa,gmibourneiz@e-recht24.de,$36507.28,$28525.03,3555745820335522,$5250.96
46-0385052,Crosston,Maïlis,acrosstonj0@nationalgeographic.com,$35541.84,$42609.31,3553417645199622,$48774.98
42-2669835,Halbard,Géraldine,khalbardj1@cbc.ca,$46139.04,$4585.12,4917952545362309,$14014.82
10-0718237,Poleye,Esbjörn,cpoleyej2@netlog.com,$49905.67,$18386.17,3543269364708403,$35844.76
67-7252093,Antonio,Inès,santonioj3@howstuffworks.com,$6915.29,$15679.89,3582084931968618,$37853.36
10-3403618,Chalcraft,,,$11185.30,$24982.95,3564024547968323,$20781.12
88-9154748,Barme,Bénédicte,mbarmej5@live.com,$34269.53,$29975.79,503896569279578557,$32015.28
14-9470419,MacDonnell,Sòng,pmacdonnellj6@independent.co.uk,$2098.70,$13143.33,4917176150872119,$25663.20
62-4754231,Matelyunas,Mén,wmatelyunasj7@ibm.com,$8213.65,$37256.41,3554169307064078,$17229.11
64-7937205,Ortes,Anaïs,bortesj8@google.it,$33764.39,$49831.58,4041594164378,$3064.83
70-6991434,Hacon,Cloé,rhaconj9@nbcnews.com,$35973.17,$49848.30,5610324437138816,$24747.90
27-9939616,Cuzen,Athéna,ccuzenja@networksolutions.com,$28074.08,$5589.11,4026386737442868,$37527.75
66-0129916,Wolstenholme,,,$38055.44,$1247.32,5595621616686088,$21736.23
44-0608761,Vasyanin,Yè,,$46407.62,$18758.51,3578886592927360,$49368.01
68-2995734,Chatain,Gösta,bchatainjd@cbc.ca,$44664.71,$40090.63,3539917726363012,$39082.76
82-7295536,Haberjam,Maëlle,ahaberjamje@alibaba.com,$9362.16,$45788.94,5100172370172376,$48794.62
07-4635340,Shakesby,Nélie,nshakesbyjf@redcross.org,$18067.28,$4064.74,4405135900186088,$28912.49
02-5329333,June,Marlène,hjunejg@hexun.com,$2251.45,$6966.13,5325117383991444,$21937.89
49-0026461,Roon,Maéna,jroonjh@taobao.com,$33335.70,$40832.45,5007667548273083,$16270.20
15-4992842,Brompton,Yú,abromptonji@sitemeter.com,$1824.49,$23206.50,3532463403148191,$12591.35
66-5748151,Gummow,,agummowjj@pen.io,$7883.91,$28208.42,3568540218567157,$18621.62
36-4092804,Deeth,,bdeethjk@ycombinator.com,$42712.99,$25531.31,50204660537742645,$2856.64
78-8404100,Tubble,Rébecca,,$27834.57,$43802.28,3582027245373041,$38591.68
02-2046341,Durante,Táng,sdurantejm@buzzfeed.com,$15792.39,$44883.07,3568666726407543,$46468.77
34-5109794,Grimble,Maïlys,pgrimblejn@cbslocal.com,$22871.35,$35888.56,3576533334059308,$49405.00
29-5018647,Hanaford,Maïwenn,dhanafordjo@google.com.br,$16508.57,$22231.27,3528625315888157,$33167.95
18-8208362,Soane,Méng,esoanejp@surveymonkey.com,$29817.31,$3610.28,4026448596308232,$16972.91
31-9284739,Axelbee,Gisèle,faxelbeejq@people.com.cn,$4125.50,$19272.87,4026122965924263,$28496.58
87-4375404,Cleal,Anaïs,lclealjr@soup.io,$48872.79,$6106.24,30444618335404,$33461.66
14-5040443,Hastwell,Mélia,shastwelljs@berkeley.edu,$23085.22,$8811.10,4936921325443218506,$33830.91
61-3858115,Schachter,,,$45333.01,$39755.65,3536613987523591,$39812.50
56-4167555,Hamfleet,Mélinda,thamfleetju@feedburner.com,$39245.55,$48952.52,3555697747581193,$4103.59
85-2071379,Bunston,Lóng,abunstonjv@sohu.com,$31156.63,$22560.21,6709111937133218965,$6250.19
47-2589901,Geke,Océanne,agekejw@scribd.com,$44218.70,$24660.13,4026513370925020,$37941.72
44-4959006,Halladey,Håkan,ihalladeyjx@360.cn,$25482.61,$13430.03,3561582549893941,$3275.46
28-0219257,Songist,Daphnée,jsongistjy@bloglines.com,$41012.92,$14008.08,3567616128023779,$38497.99
82-8818495,Qusklay,Yè,rqusklayjz@skyrock.com,$29754.62,$46589.22,374288417042339,$32823.18
22-1126509,Mumbey,Pål,vmumbeyk0@yellowpages.com,$32713.04,$10241.65,3575521319894931,$48100.14
86-4447051,Mickelwright,Östen,jmickelwrightk1@irs.gov,$43176.49,$44172.16,3569461424825256,$38116.92
31-9587752,Wilcinskis,Judicaël,jwilcinskisk2@state.gov,$7133.81,$26240.91,30241507317620,$46583.26
01-0663284,Biggar,Almérinda,,$26400.27,$9552.93,201582814778134,$4596.36
30-5075123,Anthony,Dafnée,fanthonyk4@istockphoto.com,$28741.33,$31860.27,5602252409328540576,$31939.36
72-6813246,Teaser,Wá,gteaserk5@wiley.com,$4386.26,$33837.50,3553460478413264,$22590.22
75-3953412,Bottini,,rbottinik6@microsoft.com,$37948.41,$9752.83,374622943095421,$32073.70
80-2982061,Windress,,awindressk7@angelfire.com,$24707.26,$31923.61,3548597675641953,$7983.23
36-4546051,Kenrack,Ráo,,$36479.39,$1897.64,493675798865974364,$17893.19
60-7505160,Havill,Stévina,ahavillk9@stanford.edu,$45782.26,$17150.96,3529541577139198,$24503.65
34-6455594,MacWhan,Athéna,,$35524.49,$7503.62,3589198310685859,$35104.76
72-5591665,Chastang,Néhémie,dchastangkb@seattletimes.com,$6905.96,$14236.59,5511630128209058,$24699.29
49-8202579,Loddy,Håkan,hloddykc@themeforest.net,$48942.98,$10889.93,5108753413256953,$8127.30
27-0077642,MacCaghan,Bécassine,rmaccaghankd@msu.edu,$31773.54,$14345.91,30166371063275,$31563.14
23-2019426,Snoddy,Geneviève,,$14407.46,$18763.98,3578832126500844,$39345.72
15-2882401,Scola,Laïla,jscolakf@shop-pro.jp,$2019.90,$10170.95,5100140501311189,$41959.89
44-2835393,Fenne,Táng,hfennekg@ameblo.jp,$21675.73,$21760.35,3551427314240229,$48036.07
82-6172681,Vanstone,Maïlys,wvanstonekh@oaic.gov.au,$22868.08,$22662.90,3585372416968535,$12180.18
67-2376323,Woolston,Yénora,gwoolstonki@wufoo.com,$31276.05,$16951.58,5602211142195670,$29085.82
81-0928102,Hawksley,Bérangère,,$28495.60,$33184.13,4405388353334628,$29269.79
99-8732790,Leggan,Björn,cleggankk@nature.com,$16655.66,$11088.96,4905374068592184,$20498.84
96-3687815,Blezard,Marie-josée,,$25420.92,$23472.87,3541400141270589,$10873.29
94-5656978,Mussotti,Magdalène,kmussottikm@utexas.edu,$40464.98,$26767.17,372301102000983,$24032.60
58-9706996,Yurlov,Adèle,myurlovkn@sfgate.com,$23515.24,$21710.93,5018876121775814439,$8883.73
90-7120071,Paxton,Léane,rpaxtonko@digg.com,$2584.57,$21679.95,3566694734833494,$35603.46
94-5737277,Loomes,Agnès,aloomeskp@blogtalkradio.com,$19316.66,$12385.73,5602258783461504316,$34917.87
41-7140204,Pulster,Thérèsa,spulsterkq@google.com,$46362.45,$30373.84,56022341822717702,$17135.05
09-8784341,Janicek,Bénédicte,jjanicekkr@cisco.com,$24928.85,$21762.20,3553244563612810,$4409.87
81-0261672,Patron,Annotée,lpatronks@jimdo.com,$12225.81,$27822.84,3529455282818519,$1282.98
68-8561723,Pelz,Léone,,$12461.64,$28623.98,5007667150387957,$27662.46
66-2288896,Human,Anaëlle,,$19065.29,$49250.91,3576008469261144,$8091.65
04-9997674,Noad,Mén,,$24015.81,$40404.81,3572025872202147,$39672.67
86-8635783,Benech,Noémie,abenechkw@acquirethisname.com,$9351.94,$22903.74,30360169600782,$16336.02
58-6089229,Veldman,Görel,fveldmankx@wp.com,$4400.44,$38298.44,4913859462417640,$15851.24
95-4760531,Aldwick,Lài,aaldwickky@psu.edu,$14023.61,$28245.94,67093006473674061,$10242.44
72-4729628,Archard,,,$36732.50,$15169.28,3557109883321754,$1005.57
65-8735911,Scoterbosh,Desirée,,$34657.82,$28073.09,501826320753343210,$23587.45
46-6359781,Pallas,Marie-noël,mpallasl1@phoca.cz,$30299.21,$13652.08,3563943528284957,$46207.27
88-2346330,Gianni,,dgiannil2@sphinn.com,$27073.51,$43284.39,3576424423111178,$49108.73
73-8460973,Pauer,Lyséa,cpauerl3@vk.com,$12958.59,$11588.07,4405679934636303,$17231.13
13-3258061,Branton,Gaëlle,wbrantonl4@parallels.com,$1917.61,$30638.20,3566923890737730,$25737.09
89-2103140,O'Kennedy,Clémentine,tokennedyl5@surveymonkey.com,$38205.75,$8587.87,3563361498034031,$4642.16
27-1491625,Leipoldt,Judicaël,aleipoldtl6@java.com,$29545.97,$36366.45,201481884594481,$25341.26
52-3521075,Callcott,Dà,scallcottl7@w3.org,$16564.98,$20906.58,30036081332056,$29543.04
45-4912345,Olivet,Véronique,xolivetl8@exblog.jp,$48799.94,$21661.90,5312522140656872,$2330.61
65-1051308,Brooksby,Chloé,hbrooksbyl9@yahoo.com,$38593.11,$36392.83,3529355398228290,$42020.65
41-6434370,Clutram,Marie-françoise,,$10227.34,$1928.93,30137908252848,$26666.42
21-5287362,Rushsorth,Réjane,zrushsorthlb@wikipedia.org,$39767.13,$11344.91,6759589316924648,$2820.75
06-9357816,Navein,Michèle,,$39131.66,$32040.16,3544419626977077,$12151.48
18-9237548,Bretton,Marie-thérèse,pbrettonld@unc.edu,$15390.52,$16703.15,201443352415136,$29076.90
80-6812076,Wagge,Bérénice,,$39485.98,$10014.56,3549929697969253,$6309.68
72-3655034,Childes,Örjan,cchildeslf@netscape.com,$47530.35,$31296.15,201608779327425,$1688.11
86-4485396,Le Marquis,Naëlle,,$30524.70,$13996.43,493609450274451128,$22667.60
26-6734625,Lamperd,Clélia,rlamperdlh@fema.gov,$28058.10,$12758.93,374288360170681,$9899.11
48-8699837,Finlayson,Yóu,rfinlaysonli@techcrunch.com,$47688.86,$18819.77,633452294976351114,$41969.44
81-9866664,Clewlowe,,,$17870.96,$29756.82,3574617463084617,$16171.91
06-2133021,Gerran,Laïla,ugerranlk@studiopress.com,$34067.10,$41300.34,3538485695438315,$7572.94
81-6640328,Heineken,,,$28224.37,$31199.67,201488734574449,$7736.14
38-0167750,Durston,Gérald,,$31474.27,$36975.54,3553111592377568,$7411.37
36-3116171,Stelljes,Lorène,jstelljesln@trellian.com,$1899.40,$44339.30,30549590041380,$28213.25
95-7973194,Aspel,Pò,taspello@oaic.gov.au,$4292.83,$38852.77,4913543891901693,$5846.25
34-5921393,Stronghill,Illustrée,,$12365.71,$32566.58,5602247479284654735,$34152.59
46-7350146,Whitman,Yáo,awhitmanlq@cpanel.net,$20395.05,$38793.58,3561572739547324,$26558.13
33-0743495,Cheatle,Daphnée,,$1486.27,$37157.40,3583251498380060,$41396.65
85-0336511,Curryer,Gaïa,bcurryerls@fema.gov,$5850.48,$26797.02,3557875009326873,$32845.90
31-8150426,Laborde,Laurélie,rlabordelt@cyberchimps.com,$29751.40,$2745.80,5018877574549432,$11814.08
04-3969774,Belliard,Aurélie,,$13905.38,$20487.61,372301421119357,$24223.21
37-6449567,Buffy,Vérane,kbuffylv@hibu.com,$42446.28,$26470.13,3537830542402405,$43263.91
16-9889935,Kohlerman,Judicaël,lkohlermanlw@japanpost.jp,$11391.88,$39664.46,3582839714812675,$48128.46
14-3701076,Cortez,Maëlla,,$36502.49,$18233.47,3537503250724167,$35690.09
18-3988977,Baudasso,Léane,sbaudassoly@mediafire.com,$46586.59,$46660.30,4026959363993014,$7839.89
32-9069861,Battams,Pénélope,lbattamslz@w3.org,$1833.96,$40431.56,3554878305256581,$9006.35
20-6553903,Lambole,Fèi,,$32714.81,$11821.56,3537011023152179,$31852.70
89-9312079,Fanshawe,Mélanie,cfanshawem1@jigsy.com,$5095.45,$33325.88,3565506595502888,$35946.82
62-7553563,Ballchin,Mélanie,pballchinm2@slate.com,$35795.77,$25606.67,5513095239999641,$38824.73
61-6624335,Mateos,Bérénice,lmateosm3@tripod.com,$41933.25,$49517.55,6381770504322367,$30120.40
